round,mae,rmse,acc,macro_f1,recall
33,0.03691656,0.08761214,0.89797680,0.77753233,0.76425145
34,0.03686884,0.08736856,0.89805988,0.77829440,0.76607833
35,0.03677940,0.08738520,0.89794762,0.77705353,0.76355883
36,0.03705322,0.08758832,0.89803223,0.77818001,0.76594002
37,0.03676839,0.08760086,0.89800234,0.77674488,0.76255319
38,0.03733221,0.08767664,0.89787440,0.77727027,0.76434645
39,0.03666579,0.08765476,0.89811964,0.77743015,0.76429482
40,0.03694938,0.08767746,0.89787508,0.77626749,0.76217983
41,0.03698056,0.08762145,0.89801198,0.77766946,0.76549723
42,0.03682977,0.08768087,0.89793836,0.77604620,0.76145904
43,0.03678739,0.08754564,0.89801977,0.77692209,0.76369343
44,0.03695279,0.08773950,0.89801361,0.77622080,0.76185918
45,0.03661858,0.08745330,0.89787405,0.77578486,0.76165243
46,0.03677169,0.08768239,0.89794503,0.77583606,0.76148227
47,0.03652876,0.08754271,0.89794462,0.77603730,0.76235552
48,0.03681402,0.08755609,0.89793946,0.77601201,0.76221356
49,0.03684949,0.08746765,0.89796898,0.77634005,0.76331165
50,0.03688172,0.08758832,0.89782084,0.77507449,0.76071597
51,0.03652077,0.08755866,0.89804771,0.77532292,0.76090013
52,0.03664052,0.08757849,0.89791176,0.77490947,0.76043961
53,0.03689495,0.08751508,0.89786610,0.77535234,0.76161273
54,0.03653137,0.08762512,0.89798675,0.77532585,0.76150361
55,0.03657388,0.08755355,0.89783009,0.77411030,0.75924933
56,0.03664115,0.08754854,0.89797138,0.77515682,0.76143928
57,0.03653176,0.08758250,0.89785791,0.77421714,0.75977227
58,0.03671239,0.08765275,0.89788636,0.77458807,0.76087593
59,0.03631169,0.08745588,0.89790457,0.77410850,0.75961726
60,0.03651110,0.08756911,0.89778923,0.77379782,0.75949021
61,0.03609804,0.08761272,0.89786940,0.77367302,0.75925447
62,0.03654497,0.08760086,0.89778794,0.77305206,0.75775485
63,0.03622431,0.08759265,0.89781646,0.77340928,0.75894451
64,0.03642959,0.08765476,0.89773782,0.77238812,0.75682283
65,0.03627402,0.08758832,0.89784152,0.77351336,0.75938507
66,0.03638706,0.08770732,0.89768388,0.77179007,0.75564906
67,0.03661109,0.08761272,0.89772836,0.77333034,0.75965876
68,0.03617300,0.08765476,0.89773430,0.77162386,0.75546853
69,0.03670971,0.08765476,0.89773650,0.77301224,0.75894503
70,0.03624239,0.08758832,0.89780281,0.77216766,0.75674332
71,0.03653556,0.08773124,0.89764627,0.77175184,0.75626248
72,0.03669707,0.08765275,0.89764301,0.77235777,0.75797143
73,0.03638426,0.08758832,0.89760026,0.77117565,0.75532158
74,0.03616656,0.08753232,0.89774087,0.77153265,0.75598341
75,0.03635581,0.08758832,0.89766904,0.77108814,0.75504022
76,0.03627384,0.08746972,0.89770068,0.77119230,0.75553535
77,0.03633118,0.08758832,0.89759886,0.77036906,0.75403164
78,0.03632970,0.08757430,0.89768586,0.77080126,0.75471783
79,0.03635799,0.08753232,0.89757476,0.77049544,0.75453086
80,0.03632128,0.08750435,0.89760275,0.77067923,0.75544778
81,0.03648937,0.08752458,0.89754428,0.77024497,0.75427494
82,0.03627357,0.08752251,0.89756214,0.76962325,0.75310619
83,0.03640632,0.08750849,0.89750646,0.76963234,0.75344336
84,0.03618751,0.08749455,0.89761730,0.76992742,0.75412035
85,0.03653245,0.08754564,0.89756740,0.76968710,0.75354593
86,0.03637042,0.08750849,0.89757858,0.76967161,0.75384318
87,0.03644485,0.08754854,0.89753912,0.76940103,0.75324053
88,0.03603360,0.08753896,0.89760655,0.76927848,0.75323671
89,0.03642738,0.08748360,0.89736127,0.76851218,0.75180053
90,0.03631693,0.08741300,0.89758611,0.76922256,0.75315183
91,0.03631093,0.08748360,0.89742880,0.76836855,0.75155209
92,0.03613947,0.08734289,0.89745686,0.76858591,0.75246419
93,0.03613840,0.08756911,0.89727091,0.76745230,0.75030018
94,0.03616194,0.08739600,0.89744111,0.76840013,0.75241199
95,0.03636160,0.08754564,0.89729202,0.76757271,0.75070216
96,0.03628045,0.08739600,0.89739556,0.76810992,0.75197505
97,0.03642395,0.08744040,0.89727658,0.76762235,0.75107127
98,0.03639901,0.08741300,0.89739708,0.76810688,0.75204780
99,0.03623395,0.08748360,0.89726602,0.76694806,0.74988582
100,0.03616654,0.08745588,0.89742234,0.76780753,0.75189512
101,0.03612260,0.08745588,0.89732007,0.76702434,0.75030501
102,0.03624138,0.08738367,0.89730623,0.76714210,0.75090740
103,0.03598160,0.08761168,0.89729900,0.76635889,0.74908077
104,0.03593844,0.08746972,0.89732357,0.76650630,0.74967554
105,0.03635359,0.08752418,0.89721383,0.76666248,0.75032846
106,0.03626359,0.08742512,0.89727710,0.76646580,0.75010972
107,0.03643794,0.08746764,0.89720888,0.76627685,0.74935661
108,0.03655353,0.08729221,0.89715183,0.76677093,0.75148784
109,0.03608779,0.08746972,0.89724036,0.76569588,0.74827827
110,0.03621894,0.08741300,0.89722668,0.76637184,0.75066347
111,0.03629497,0.08744093,0.89715310,0.76538100,0.74806950
112,0.03601332,0.08736856,0.89730282,0.76586616,0.74917830
113,0.03608249,0.08749842,0.89718919,0.76512710,0.74774358
114,0.03596541,0.08748360,0.89732560,0.76603816,0.74999905
115,0.03636015,0.08735232,0.89710183,0.76468962,0.74712078
116,0.03581145,0.08751508,0.89725667,0.76472304,0.74725132
117,0.03621598,0.08748360,0.89708655,0.76428616,0.74650130
118,0.03597161,0.08745588,0.89723321,0.76498816,0.74828005
119,0.03636657,0.08742512,0.89708134,0.76408436,0.74630983
120,0.03613627,0.08744040,0.89710103,0.76401314,0.74653065
121,0.03593361,0.08739600,0.89718664,0.76396041,0.74633939
122,0.03617302,0.08748360,0.89709230,0.76390849,0.74644837
123,0.03622436,0.08734289,0.89711559,0.76406526,0.74693539
124,0.03608779,0.08741300,0.89704764,0.76329972,0.74554907
125,0.03606990,0.08731388,0.89711545,0.76339474,0.74564205
126,0.03605553,0.08748360,0.89711531,0.76308735,0.74516104
127,0.03610996,0.08726217,0.89700860,0.76296181,0.74527103
128,0.03615783,0.08731388,0.89699153,0.76298810,0.74559047
129,0.03619330,0.08713890,0.89693952,0.76276857,0.74548483
130,0.03621759,0.08727633,0.89691167,0.76286950,0.74549928
131,0.03609802,0.08727633,0.89690040,0.76256240,0.74513002
132,0.03611958,0.08729221,0.89688402,0.76247341,0.74517865
133,0.03613941,0.08727633,0.89685516,0.76224103,0.74486663
134,0.03618146,0.08726217,0.89682255,0.76217006,0.74497330
135,0.03617478,0.08723326,0.89680211,0.76192955,0.74461661
136,0.03616230,0.08726217,0.89681533,0.76187163,0.74467888
137,0.03614765,0.08723326,0.89680009,0.76162464,0.74423927
138,0.03611737,0.08724771,0.89679237,0.76154673,0.74428876
139,0.03611075,0.08722888,0.89677903,0.76136361,0.74398642
140,0.03608128,0.08722888,0.89678502,0.76125488,0.74397305
141,0.03610666,0.08718428,0.89674640,0.76102148,0.74361024
142,0.03609258,0.08719873,0.89672951,0.76092043,0.74364958
143,0.03611082,0.08716983,0.89671587,0.76074127,0.74341624
144,0.03612217,0.08716983,0.89669894,0.76064239,0.74349585
145,0.03614945,0.08713890,0.89666579,0.76045667,0.74321235
146,0.03615969,0.08713890,0.89666928,0.76051515,0.74361427
147,0.03614532,0.08711354,0.89666687,0.76029227,0.74302838
148,0.03618174,0.08708770,0.89666988,0.76094626,0.74495574
149,0.03617596,0.08705904,0.89665908,0.76022934,0.74350172
150,0.03690000,0.08865183,0.89799100,0.78120000,0.77190833
