round,mae,rmse,acc,macro_f1,recall
103,0.03577783,0.08764024,0.89689425,0.76321703,0.74591730
104,0.03571162,0.08744040,0.89691724,0.76335667,0.74650383
105,0.03627055,0.08752418,0.89680572,0.76350410,0.74714771
106,0.03614948,0.08738870,0.89686720,0.76329983,0.74692138
107,0.03638848,0.08743121,0.89679707,0.76310355,0.74615967
108,0.03655160,0.08718428,0.89673822,0.76358872,0.74828114
109,0.03590518,0.08745810,0.89682512,0.76250646,0.74506373
110,0.03608757,0.08738200,0.89680953,0.76317498,0.74743977
111,0.03619556,0.08741300,0.89673381,0.76217646,0.74483733
112,0.03580554,0.08732104,0.89688177,0.76265363,0.74593766
113,0.03590468,0.08749842,0.89676652,0.76190831,0.74449666
114,0.03573890,0.08748360,0.89690137,0.76281232,0.74674314
115,0.03627581,0.08730761,0.89667615,0.76145759,0.74385960
116,0.03553258,0.08751508,0.89682976,0.76148555,0.74398394
117,0.03607997,0.08746973,0.89665842,0.76104300,0.74322812
118,0.03574920,0.08744093,0.89680362,0.76173879,0.74500007
119,0.03628469,0.08739600,0.89665175,0.76083111,0.74302685
120,0.03597657,0.08741838,0.89666998,0.76075461,0.74324103
121,0.03570493,0.08735232,0.89675412,0.76069588,0.74304412
122,0.03602568,0.08745588,0.89665842,0.76063777,0.74314713
123,0.03609824,0.08726217,0.89668046,0.76078857,0.74362828
124,0.03591461,0.08735952,0.89661125,0.76001742,0.74223631
125,0.03589410,0.08722888,0.89667756,0.76010646,0.74232353
126,0.03587846,0.08746972,0.89667611,0.75979417,0.74183756
127,0.03595475,0.08718428,0.89656816,0.75966367,0.74194191
128,0.03602213,0.08726216,0.89654983,0.75968541,0.74225574
129,0.03607267,0.08701831,0.89649666,0.75946059,0.74214470
130,0.03610989,0.08720448,0.89657980,0.75955685,0.74215502
131,0.03595460,0.08721464,0.89655754,0.75924513,0.74178125
132,0.03598889,0.08723326,0.89654032,0.75915118,0.74182510
133,0.03602081,0.08720448,0.89651034,0.75891427,0.74150882
134,0.03608182,0.08720110,0.89647667,0.75883804,0.74161152
135,0.03607834,0.08716223,0.89645511,0.75859300,0.74125048
136,0.03606627,0.08720786,0.89646764,0.75852924,0.74130784
137,0.03605174,0.08716391,0.89645167,0.75827774,0.74086445
138,0.03601750,0.08718118,0.89644299,0.75819502,0.74090956
139,0.03601449,0.08715750,0.89642898,0.75800755,0.74060292
140,0.03597950,0.08717105,0.89643444,0.75789428,0.74058498
141,0.03601550,0.08711354,0.89639502,0.75765664,0.74021798
142,0.03600293,0.08713890,0.89637731,0.75755106,0.74025313
143,0.03602850,0.08710846,0.89636287,0.75736798,0.74001551
144,0.03604675,0.08711269,0.89634509,0.75726477,0.74009088
145,0.03609214,0.08707409,0.89631093,0.75707490,0.73980315
146,0.03610631,0.08708770,0.89631342,0.75712952,0.74020088
147,0.03609040,0.08705904,0.89630985,0.75690226,0.73961122
148,0.03614392,0.08702334,0.89631184,0.75756314,0.74154449
149,0.03614603,0.08700207,0.89629983,0.75683416,0.74008139
150,0.03810000,0.08945183,0.89819100,0.77950000,0.76990833
