round,client,trust
54,11,0.08655129517342015
54,12,0.05268379015284502
54,13,0.01636033259198425
54,14,0.08617926394920834
54,15,0.07551467544324614
54,16,0.016360332591994507
54,17,0.12115812255868713
54,18,0.016360332591994195
54,19,0.016360332591994157
55,0,0.012575026275449456
55,1,0.08810297524778982
55,2,0.09927652322723941
55,3,0.003971060929089895
55,4,0.05284674400001565
55,5,0.06646284349405217
55,6,0.0881426377467983
55,7,0.012575026275449477
55,8,0.09892584197192175
55,9,0.012575026275435205
55,10,0.003971060929089895
55,11,0.07175199368246547
55,12,0.04021396692678566
55,13,0.003971060929089895
55,14,0.10301716768048141
55,15,0.05589831799660483
55,16,0.06640006355850288
55,17,0.09417261030264194
55,18,0.012575026275448908
55,19,0.01257502627544952
56,0,0.019940576158937073
56,1,0.019940576158937472
56,2,0.15742560125477778
56,3,0.006297024050191654
56,4,0.09808826179264049
56,5,0.09994944680482587
56,6,0.06655214810852866
56,7,0.019940576158937216
56,8,0.10723333986355664
56,9,0.006297024050191654
56,10,0.006297024050191654
56,11,0.0979189122726476
56,12,0.0635113601006986
56,13,0.01994057615893406
56,14,0.01994057615893648
56,15,0.01994057615893705
56,16,0.019940576158937812
56,17,0.11096467222100159
56,18,0.019940576158938267
56,19,0.01994057615893749
57,0,0.01271425225241314
57,1,0.0431158009516815
57,2,0.10037567567695227
57,3,0.0040150270270783986
57,4,0.05174885559976845
57,5,0.06112355483472245
57,6,0.10037567567693619
57,7,0.012714252252413153
57,8,0.07452687804497765
57,9,0.01271425225238274
57,10,0.0040150270270783986
57,11,0.0787857335715263
57,12,0.04543723567156386
57,13,0.01271425225236548
57,14,0.10343760524873294
57,15,0.08649535986826656
57,16,0.06753954876350307
57,17,0.10272250852261236
57,18,0.012714252252411165
57,19,0.012714252252413225
58,0,0.021579608156446863
58,1,0.09387312320663166
58,2,0.17036532755090705
58,3,0.006814613102036886
58,4,0.0792886798369025
58,5,0.03938845450663732
58,6,0.07185966235920403
58,7,0.021579608156447005
58,8,0.06100577791549867
58,9,0.021579608156286654
58,10,0.006814613102036886
58,11,0.11221030561552679
58,12,0.07615512006628057
58,13,0.02157960815644546
58,14,0.052436145118913154
58,15,0.02157960815644766
58,16,0.021579608156446765
58,17,0.057151312367668405
58,18,0.021579608156447973
58,19,0.021579608156447203
59,0,0.013784455051660295
59,1,0.058711500241636
59,2,0.10882464514469244
59,3,0.004352985805788057
59,4,0.05820327124931634
59,5,0.07271422312392055
59,6,0.059583870399933375
59,7,0.013784455051660344
59,8,0.06884244970488078
59,9,0.013784455051606883
59,10,0.004352985805788057
59,11,0.06365388199641965
59,12,0.04029034650255163
59,13,0.013784455051651188
59,14,0.09624497911966319
59,15,0.10763560018803153
59,16,0.07338327961499667
59,17,0.10049925079226552
59,18,0.013784455051659072
59,19,0.013784455051660476
60,0,0.01956764182114962
60,1,0.10387383930092958
60,2,0.15448138279855966
60,3,0.006179255311942885
60,4,0.05748458472267245
60,5,0.08695810413536283
60,6,0.10074314723895873
60,7,0.01956764182114962
60,8,0.11150176145600359
60,9,0.019567641821123593
60,10,0.006179255311942885
60,11,0.10112838896974267
60,12,0.03015546447431173
60,13,0.01956764182114923
60,14,0.019567641821149447
60,15,0.019567641821149794
60,16,0.065206039888944
60,17,0.019567641821149225
60,18,0.01956764182114924
60,19,0.019567641821150353
61,0,0.017149042147453268
61,1,0.017149042147454337
61,2,0.13538717484832702
61,3,0.005415486993933503
61,4,0.06590265059446761
61,5,0.07661349512360868
61,6,0.06017988726770838
61,7,0.017149042147453754
61,8,0.037122928915938054
61,9,0.017149042147428212
61,10,0.005415486993933503
61,11,0.07578252057723206
61,12,0.017149042147452834
61,13,0.017149042147453022
61,14,0.13318324519192815
61,15,0.12676938655134634
61,16,0.017149042147453563
61,17,0.12388635761425121
61,18,0.017149042147451485
61,19,0.01714904214745415
62,0,0.01856546846828677
62,1,0.12426963720108532
62,2,0.14656948790753524
62,3,0.005862779516301897
62,4,0.04627799385027503
62,5,0.01856546846828753
62,6,0.07648746527184414
62,7,0.018565468468287213
62,8,0.14495874383913215
62,9,0.018565468468262594
62,10,0.005862779516301897
62,11,0.09130255076222214
62,12,0.018565468468286446
62,13,0.01856546846827525
62,14,0.08185455267522679
62,15,0.01856546846828745
62,16,0.09089932477694868
62,17,0.01856546846828643
62,18,0.018565468468286703
62,19,0.018565468468287345
63,0,0.017109430556418552
63,1,0.01710943055641946
63,2,0.13507445176121022
63,3,0.005402978070448843
63,4,0.07622114278198523
63,5,0.09786310120379016
63,6,0.08603567415701796
63,7,0.017109430556419256
63,8,0.03188033753413099
63,9,0.017109430556405524
63,10,0.005402978070448843
63,11,0.07490311143279163
63,12,0.01710943055641842
63,13,0.017109430556404646
63,14,0.11294577633759702
63,15,0.1259310225383006
63,16,0.033960482394454185
63,17,0.07750349926623336
63,18,0.017109430556415547
63,19,0.017109430556419388
64,0,0.01930215629408174
64,1,0.13683032185865418
64,2,0.15238544442696828
64,3,0.006095417777079248
64,4,0.08580433688059153
64,5,0.019302156294082395
64,6,0.07821354600969686
64,7,0.01930215629408213
64,8,0.1393101155224024
64,9,0.019302156294020892
64,10,0.006095417777079248
64,11,0.0945097316719321
64,12,0.019302156294081448
64,13,0.019302156294075692
64,14,0.019302156294081215
64,15,0.01930215629408234
64,16,0.08843194884045855
64,17,0.019302156294081385
64,18,0.019302156294081677
64,19,0.019302156294081923
65,0,0.01984373351677898
65,1,0.019843733516780412
65,2,0.1566610540798488
65,3,0.006266442163194442
65,4,0.07056658549519014
65,5,0.09858689367426869
65,6,0.07461512720238608
65,7,0.01984373351677991
65,8,0.03267729397463083
65,9,0.01984373351677489
65,10,0.006266442163194442
65,11,0.09300390528225905
65,12,0.019843733516779444
65,13,0.019843733516775573
65,14,0.13599441060626324
65,15,0.12511518262342256
65,16,0.021653061084027172
65,17,0.019843733516779018
65,18,0.01984373351677293
65,19,0.019843733516780062
66,0,0.01735189023954942
66,1,0.11691320488108287
66,2,0.1369886071543439
66,3,0.005479544286174168
66,4,0.05476451763488089
66,5,0.017351890239549833
66,6,0.06953280652654531
66,7,0.01735189023954967
66,8,0.11097796855215218
66,9,0.017351890239528944
66,10,0.005479544286174168
66,11,0.07444757441845923
66,12,0.017351890239549222
66,13,0.017351890239540244
66,14,0.07188686658081624
66,15,0.01735189023954951
66,16,0.08737413024144651
66,17,0.10998822328173484
66,18,0.017351890239549264
66,19,0.01735189023954963
67,0,0.02068238349751238
67,1,0.0206823834975131
67,2,0.1632819749803716
67,3,0.006531278999215362
67,4,0.09215554245748636
67,5,0.11982552511248241
67,6,0.1114311341867258
67,7,0.02068238349751303
67,8,0.04497765062217726
67,9,0.02068238349750437
67,10,0.006531278999215362
67,11,0.10642872890368425
67,12,0.020682383497512412
67,13,0.006531278999215362
67,14,0.13548177176398324
67,15,0.020682383497511683
67,16,0.020682383497513186
67,17,0.020682383497512596
67,18,0.020682383497510733
67,19,0.020682383497512866
68,0,0.016055618377754252
68,1,0.10730896752953584
68,2,0.12675488192964862
68,3,0.005070195277186321
68,4,0.0452786164496031
68,5,0.016055618377755116
68,6,0.060435709784402186
68,7,0.01605561837775487
68,8,0.11975913589422828
68,9,0.016055618377743545
68,10,0.005070195277186321
68,11,0.07313706719837963
68,12,0.016055618377754398
68,13,0.01605561837774851
68,14,0.016055618377754464
68,15,0.10969098561232044
68,16,0.08232515684543616
68,17,0.1206685228020449
68,18,0.016055618377754686
68,19,0.016055618377754922
69,0,0.01875092887692823
69,1,0.018750928876927718
69,2,0.14803364902838947
69,3,0.005921345961136065
69,4,0.07896898650103268
69,5,0.08804066433406185
69,6,0.09854012017670319
69,7,0.018750928876928835
69,8,0.04557951846898486
69,9,0.01875092887690982
69,10,0.005921345961136065
69,11,0.0838230862255625
69,12,0.01875092887692809
69,13,0.005921345961136065
69,14,0.15132665169030743
69,15,0.01875092887692893
69,16,0.04061303925840117
69,17,0.09730281541744647
69,18,0.018750928876925678
69,19,0.018750928876928783
70,0,0.016981067965294888
70,1,0.10069181831589108
70,2,0.13406106288391462
70,3,0.0053624425153569995
70,4,0.06796602463411691
70,5,0.05200980728987615
70,6,0.059901085382948714
70,7,0.016981067965295204
70,8,0.13065185821458328
70,9,0.016981067965254292
70,10,0.0053624425153569995
70,11,0.09523059938253929
70,12,0.016981067965294902
70,13,0.016981067965273943
70,14,0.016981067965295128
70,15,0.11853688142105244
70,16,0.016981067965294996
70,17,0.07739636575650131
70,18,0.016981067965295374
70,19,0.01698106796529531
71,0,0.015976089606477128
71,1,0.10487894356397463
71,2,0.12612702320903726
71,3,0.005045080928361904
71,4,0.03609200516327274
71,5,0.08949686648912115
71,6,0.07322851272687578
71,7,0.015976089606477565
71,8,0.04017961265313612
71,9,0.015976089606452665
71,10,0.005045080928361904
71,11,0.07342369816040208
71,12,0.01597608960647682
71,13,0.005045080928361904
71,14,0.12944125970765363
71,15,0.01597608960647772
71,16,0.0840261787205997
71,17,0.11613802957527249
71,18,0.015976089606476937
71,19,0.015976089606477475
72,0,0.0257824325219918
72,1,0.02578243252199268
72,2,0.20354551991047493
72,3,0.008141820796419626
72,4,0.06455158679381345
72,5,0.025782432521992978
72,6,0.10045429507939772
72,7,0.025782432521992634
72,8,0.16545575566365148
72,9,0.025782432521972442
72,10,0.008141820796419626
72,11,0.11453757817354053
72,12,0.02578243252199178
72,13,0.02578243252199001
72,14,0.02578243252199234
72,15,0.02578243252199092
72,16,0.02578243252199259
72,17,0.025782432521990577
72,18,0.025782432521991788
72,19,0.02578243252199278
73,0,0.015564541676637782
73,1,0.08816220089222263
73,2,0.12287796060504144
73,3,0.004915118424202067
73,4,0.06451236157692673
73,5,0.08829189729092109
73,6,0.056443456699746694
73,7,0.015564541676638049
73,8,0.027967689330278534
73,9,0.015564541676604987
73,10,0.004915118424202067
73,11,0.07274962784591812
73,12,0.0155645416766377
73,13,0.015564541676637195
73,14,0.14336224240643808
73,15,0.01556454167663709
73,16,0.08065772997835503
73,17,0.12062826311243602
73,18,0.015564541676634886
73,19,0.015564541676638177
74,0,0.01961735129010965
74,1,0.01961735129010969
74,2,0.15487382597455823
74,3,0.006194953038982841
74,4,0.05450513980725193
74,5,0.019617351290110413
74,6,0.0721362461587853
74,7,0.0196173512901103
74,8,0.13590101239972988
74,9,0.019617351290092067
74,10,0.006194953038982841
74,11,0.08784372851879868
74,12,0.019617351290109428
74,13,0.019617351290108685
74,14,0.01961735129010901
74,15,0.1463147923433869
74,16,0.019617351290109705
74,17,0.1202444845280244
74,18,0.019617351290110142
74,19,0.0196173512901101
75,0,0.015469594381833743
75,1,0.09703440164832967
75,2,0.12212837669869572
75,3,0.004885135067948234
75,4,0.0743317276906324
75,5,0.09006744995457193
75,6,0.0756041478743881
75,7,0.015469594381834421
75,8,0.032603125280398985
75,9,0.015469594381807134
75,10,0.004885135067948234
75,11,0.09183835125061773
75,12,0.015469594381833795
75,13,0.004885135067948234
75,14,0.13111735780159411
75,15,0.015469594381834496
75,16,0.07996041189859657
75,17,0.08237208402527543
75,18,0.015469594381832513
75,19,0.015469594381834283
76,0,0.016318929180501263
76,1,0.016318929180501082
76,2,0.1288336514250176
76,3,0.005153346057001225
76,4,0.05970393912655346
76,5,0.06718759382165825
76,6,0.0646668190788593
76,7,0.016318929180501797
76,8,0.11995860108209784
76,9,0.016318929180443646
76,10,0.005153346057001225
76,11,0.0713944422845913
76,12,0.016318929180500905
76,13,0.016318929180497058
76,14,0.09426494914402063
76,15,0.11843511774951108
76,16,0.035223785564456
76,17,0.0994729751650251
76,18,0.016318929180501908
76,19,0.016318929180501766
77,0,0.01946117390494021
77,1,0.13260477818249156
77,2,0.1536408466179577
77,3,0.006145633864718807
77,4,0.07667725591057979
77,5,0.019461173904941002
77,6,0.07182817476099129
77,7,0.01946117390494065
77,8,0.04395471326822923
77,9,0.019461173904930497
77,10,0.006145633864718807
77,11,0.11320508540676802
77,12,0.0194611739049402
77,13,0.019461173904927194
77,14,0.13100143863082933
77,15,0.019461173904940888
77,16,0.07018470044302808
77,17,0.019461173904939753
77,18,0.019461173904939
77,19,0.01946117390494067
78,0,0.01647078924440627
78,1,0.01647078924440682
78,2,0.13003254666637382
78,3,0.005201301866655443
78,4,0.07693903758306879
78,5,0.07116496020900814
78,6,0.07308593911795182
78,7,0.0164707892444066
78,8,0.11954499110384728
78,9,0.005201301866655443
78,10,0.005201301866655443
78,11,0.07408597827630128
78,12,0.016470789244406116
78,13,0.016470789244400225
78,14,0.016470789244406484
78,15,0.12659544803065065
78,16,0.045017497869248246
78,17,0.13616338158807773
78,18,0.016470789244406776
78,19,0.016470789244406658
79,0,0.01704481274880542
79,1,0.11055490269441944
79,2,0.13456431117478998
79,3,0.00538257244699202
79,4,0.0752963709434737
79,5,0.07349786723786567
79,6,0.06605627889775259
79,7,0.017044812748806194
79,8,0.04047937288254535
79,9,0.017044812748785203
79,10,0.00538257244699202
79,11,0.0909970359968329
79,12,0.017044812748805364
79,13,0.00538257244699202
79,14,0.14379725586028505
79,15,0.01704481274880632
79,16,0.08660459776415642
79,17,0.04269059996501521
79,18,0.017044812748804074
79,19,0.01704481274880591
80,0,0.017079299008698992
80,1,0.017079299008698957
80,2,0.13483657112131456
80,3,0.005393462844853013
80,4,0.06390632302939092
80,5,0.0855077084855105
80,6,0.08515867288049547
80,7,0.017079299008699325
80,8,0.11278124966044419
80,9,0.017079299008669346
80,10,0.005393462844853013
80,11,0.08414805701701589
80,12,0.017079299008698708
80,13,0.017079299008574165
80,14,0.01707929900869821
80,15,0.11890352905581227
80,16,0.017079299008699148
80,17,0.1331779729732056
80,18,0.017079299008698645
80,19,0.017079299008699398
81,0,0.01569734809580309
81,1,0.08037347186278407
81,2,0.12392643233529785
81,3,0.004957057293412305
81,4,0.07688261993147509
81,5,0.06191301697423616
81,6,0.06469811182255322
81,7,0.015697348095803948
81,8,0.05063280290958267
81,9,0.015697348095777393
81,10,0.004957057293412305
81,11,0.07981747138602246
81,12,0.015697348095803566
81,13,0.01569734809573215
81,14,0.13231019620498868
81,15,0.01569734809580403
81,16,0.07556294521557691
81,17,0.11839003200408107
81,18,0.015697348095801394
81,19,0.015697348095803858
82,0,0.015479989287085704
82,1,0.09068184168358163
82,2,0.12221044174016012
82,3,0.004888417669606769
82,4,0.07053746543932768
82,5,0.0590656324965706
82,6,0.06948445979968187
82,7,0.015479989287086358
82,8,0.11479505768473681
82,9,0.015479989287029408
82,10,0.004888417669606769
82,11,0.06973989291601278
82,12,0.015479989287085744
82,13,0.015479989287071809
82,14,0.015479989287085218
82,15,0.10734251600922594
82,16,0.046038082198912
82,17,0.11648786039571699
82,18,0.015479989287084791
82,19,0.015479989287086401
83,0,0.016302472132971587
83,1,0.10419233820541275
83,2,0.12870372736557398
83,3,0.00514814909462334
83,4,0.06455113243999445
83,5,0.0717293315534111
83,6,0.07882234959312315
83,7,0.016302472132972073
83,8,0.02310366510861374
83,9,0.01630247213295102
83,10,0.00514814909462334
83,11,0.07797434011635601
83,12,0.01630247213297166
83,13,0.016302472132957914
83,14,0.13127897294711738
83,15,0.01630247213297226
83,16,0.0685441039043898
83,17,0.11038396351276664
83,18,0.01630247213296832
83,19,0.016302472132972177
84,0,0.019495751368487982
84,1,0.019495751368488846
84,2,0.1539138265933365
84,3,0.006156553063733961
84,4,0.0809136385863937
84,5,0.019495751368488967
84,6,0.06329567347664937
84,7,0.0194957513684888
84,8,0.1153797273554905
84,9,0.019495751368474944
84,10,0.006156553063733961
84,11,0.0919147139196498
84,12,0.01949575136848817
84,13,0.0194957513684839
84,14,0.019495751368488277
84,15,0.1385555731907313
84,16,0.019495751368488617
84,17,0.12926047569661817
84,18,0.019495751368487687
84,19,0.019495751368488797
85,0,0.015465510005005775
85,1,0.10297868957371538
85,2,0.12209613161847406
85,3,0.004883845264739326
85,4,0.0668104512136447
85,5,0.08781224093264084
85,6,0.08287430581283206
85,7,0.015465510005006112
85,8,0.030699901294703007
85,9,0.015465510004992593
85,10,0.004883845264739326
85,11,0.0772706420132461
85,12,0.015465510005005753
85,13,0.004883845264739326
85,14,0.1259838937906
85,15,0.015465510005006277
85,16,0.0760600329755354
85,17,0.1045036049451186
85,18,0.015465510005004963
85,19,0.015465510005006209
86,0,0.01835473556594163
86,1,0.01835473556594238
86,2,0.14490580709954926
86,3,0.005796232283982408
86,4,0.055515116314156975
86,5,0.01835473556594249
86,6,0.07146105066038566
86,7,0.018354735565942474
86,8,0.11112823002439992
86,9,0.01835473556593045
86,10,0.005796232283982408
86,11,0.10788069825376945
86,12,0.018354735565941888
86,13,0.018354735565939632
86,14,0.01835473556594173
86,15,0.132646698988314
86,16,0.05538052631050441
86,17,0.1259420521212589
86,18,0.01835473556594162
86,19,0.01835473556594241
87,0,0.015593692288305861
87,1,0.10652410475081509
87,2,0.12310809701294875
87,3,0.0049243238805183245
87,4,0.07374538461177385
87,5,0.09049991163294441
87,6,0.08244849356523286
87,7,0.015593692288306357
87,8,0.02474223321077778
87,9,0.01559369228827737
87,10,0.0049243238805183245
87,11,0.085133927154114
87,12,0.015593692288305929
87,13,0.015593692288277186
87,14,0.12076189187406328
87,15,0.01559369228830646
87,16,0.05436804738584956
87,17,0.1040697227338085
87,18,0.01559369228830336
87,19,0.0155936922883064
88,0,0.02286086338771275
88,1,0.02286086338771293
88,2,0.18048050042932529
88,3,0.007219220017173555
88,4,0.07989858613810057
88,5,0.022860863387714016
88,6,0.08089498531095292
88,7,0.02286086338771366
88,8,0.04593317427333466
88,9,0.022860863387709488
88,10,0.007219220017173555
88,11,0.10516494202256237
88,12,0.02286086338771341
88,13,0.02286086338771158
88,14,0.02286086338771272
88,15,0.1213097526021376
88,16,0.022860863387713416
88,17,0.12041012192403736
88,18,0.022860863387713804
88,19,0.022860863387713655
89,0,0.015519205054423961
89,1,0.10763168375995048
89,2,0.12252003990335505
89,3,0.004900801596134555
89,4,0.06966517099659861
89,5,0.087698849072045
89,6,0.06010978968004919
89,7,0.015519205054424369
89,8,0.06928589417919448
89,9,0.015519205054409797
89,10,0.004900801596134555
89,11,0.07874988854215358
89,12,0.015519205054423788
89,13,0.015519205054422877
89,14,0.11489625150816483
89,15,0.015519205054424447
89,16,0.07971731016869515
89,17,0.0757698785619016
89,18,0.015519205054424291
89,19,0.015519205054424424
90,0,0.021385140002240396
90,1,0.021385140002241048
90,2,0.16880336874204205
90,3,0.00675320210597158
90,4,0.061989878510143655
90,5,0.02138514000224124
90,6,0.07887385465641528
90,7,0.02138514000224067
90,8,0.1255651315334668
90,9,0.021385140002220894
90,10,0.00675320210597158
90,11,0.10488708101824251
90,12,0.021385140002240503
90,13,0.021385140002238564
90,14,0.07527850545498788
90,15,0.10825537746540598
90,16,0.02138514000224078
90,17,0.048988998384629646
90,18,0.02138514000224018
90,19,0.021385140002241204
91,0,0.01562838045278479
91,1,0.1060871813900468
91,2,0.12338195094304916
91,3,0.004935278037722316
91,4,0.06052410003400766
91,5,0.08804363351464779
91,6,0.06873713958859202
91,7,0.01562838045278536
91,8,0.02826473435104842
91,9,0.01562838045277296
91,10,0.004935278037722316
91,11,0.08213935829971598
91,12,0.01562838045278498
91,13,0.01562838045278258
91,14,0.12316517654685163
91,15,0.01562838045278574
91,16,0.07928392857194197
91,17,0.10547519706213979
91,18,0.0156283804527852
91,19,0.01562838045278576
92,0,0.01978045314059188
92,1,0.019780453140592083
92,2,0.15616147216257797
92,3,0.006246458886503605
92,4,0.0848955891303633
92,5,0.019780453140592794
92,6,0.07113224905057101
92,7,0.019780453140592288
92,8,0.14316549390541855
92,9,0.019780453140582972
92,10,0.006246458886503605
92,11,0.08986282361745188
92,12,0.019780453140591778
92,13,0.01978045314059104
92,14,0.019780453140592517
92,15,0.13125143007531342
92,16,0.01978045314059245
92,17,0.09345303973847995
92,18,0.01978045314059193
92,19,0.019780453140592742
93,0,0.015350593709112667
93,1,0.09903028338069007
93,2,0.12118889770352978
93,3,0.004847555908141533
93,4,0.07458257272263263
93,5,0.08590417872766071
93,6,0.07873879108768463
93,7,0.015350593709112915
93,8,0.015350593709112967
93,9,0.01535059370910818
93,10,0.004847555908141533
93,11,0.07405674278810649
93,12,0.015350593709112523
93,13,0.015350593709106965
93,14,0.12330517186083315
93,15,0.015350593709113326
93,16,0.0778210917555605
93,17,0.11752181477477215
93,18,0.015350593709111685
93,19,0.015350593709113194
94,0,0.01763983337883752
94,1,0.017639833378838163
94,2,0.13926184246451667
94,3,0.005570473698581064
94,4,0.08234975486025276
94,5,0.04983780168454312
94,6,0.07514605375133504
94,7,0.01763983337883779
94,8,0.12454545989116145
94,9,0.017639833378830412
94,10,0.005570473698581064
94,11,0.0853620136091768
94,12,0.01763983337883784
94,13,0.01763983337883234
94,14,0.01763983337883715
94,15,0.13100489934766102
94,16,0.017639833378838014
94,17,0.1249528932055475
94,18,0.01763983337883758
94,19,0.017639833378838194
95,0,0.015775081176219733
95,1,0.1043452062215222
95,2,0.12454011454911329
95,3,0.004981604581964866
95,4,0.05516185547583163
95,5,0.07683887713225362
95,6,0.08331691708686834
95,7,0.015775081176220222
95,8,0.015775081176219487
95,9,0.015775081176212773
95,10,0.004981604581964866
95,11,0.08527623182720416
95,12,0.015775081176220007
95,13,0.015775081176213426
95,14,0.12928211658973723
95,15,0.015775081176220493
95,16,0.07943111833549114
95,17,0.10986862303183402
95,18,0.01577508117621882
95,19,0.015775081176220465
96,0,0.017455463696452452
96,1,0.017455463696451904
96,2,0.13780629234042277
96,3,0.005512251693617348
96,4,0.078226048242262
96,5,0.05846669835948779
96,6,0.06121542056504727
96,7,0.017455463696453035
96,8,0.137187991040782
96,9,0.01745546369644342
96,10,0.005512251693617348
96,11,0.08302664000911163
96,12,0.01745546369645271
96,13,0.017455463696450957
96,14,0.01745546369645192
96,15,0.1146088206236877
96,16,0.017455463696452914
96,17,0.14388294846717353
96,18,0.0174554636964525
96,19,0.01745546369645309
97,0,0.015516300259863957
97,1,0.09919122176940849
97,2,0.12249710731472506
97,3,0.004899884292589348
97,4,0.07394894355495854
97,5,0.09104359974621544
97,6,0.0800749818524333
97,7,0.015516300259864307
97,8,0.015516300259864549
97,9,0.015516300259859702
97,10,0.004899884292589348
97,11,0.07580186300629278
97,12,0.015516300259864209
97,13,0.015516300259649219
97,14,0.12615274818034086
97,15,0.015516300259864706
97,16,0.07800618888437105
97,17,0.10383687476727442
97,18,0.015516300259861275
97,19,0.015516300259864614
98,0,0.017727539776142547
98,1,0.017727539776142203
98,2,0.13995426139060724
98,3,0.0055981704556247154
98,4,0.06792120604185374
98,5,0.06305891062250246
98,6,0.06327871383847852
98,7,0.01772753977614259
98,8,0.1232471178087265
98,9,0.017727539776132145
98,10,0.0055981704556247154
98,11,0.08034515511916053
98,12,0.01772753977614274
98,13,0.017727539776141513
98,14,0.07060349130819137
98,15,0.07949721805277496
98,16,0.01772753977614302
98,17,0.14134972692090306
98,18,0.017727539776142436
98,19,0.017727539776143175
99,0,0.016478675463128246
99,1,0.11053838150579771
99,2,0.1300948062878636
99,3,0.005203792251514929
99,4,0.0763656376312594
99,5,0.061139509717411694
99,6,0.07652380862961083
99,7,0.01647867546312845
99,8,0.021998066255134213
99,9,0.01647867546312378
99,10,0.005203792251514929
99,11,0.07936025363069132
99,12,0.016478675463128516
99,13,0.016478675463105188
99,14,0.12329084451490449
99,15,0.01647867546312896
99,16,0.08238698953621017
99,17,0.09606471408282626
99,18,0.01647867546312815
99,19,0.016478675463128988
100,0,0.0202068029493931
100,1,0.020206802949393504
100,2,0.1595273917057457
100,3,0.0063810956682302964
100,4,0.020206802949392557
100,5,0.07005894710196721
100,6,0.07010155166317081
100,7,0.020206802949393508
100,8,0.1432603661134278
100,9,0.020206802949385684
100,10,0.0063810956682302964
100,11,0.09515239850767088
100,12,0.020206802949393372
100,13,0.020206802949393456
100,14,0.02020680294939343
100,15,0.1389445289501629
100,16,0.020206802949393574
100,17,0.08791779217775549
100,18,0.02020680294939348
100,19,0.020206802949393934
101,0,0.015484161527421322
101,1,0.09741829767591242
101,2,0.12224338047964854
101,3,0.004889735219186328
101,4,0.06705431842524329
101,5,0.0788854588949947
101,6,0.10056399470951233
101,7,0.015484161527421497
101,8,0.015484161527421712
101,9,0.015484161527415288
101,10,0.004889735219186328
101,11,0.07322973976907819
101,12,0.01548416152742157
101,13,0.004889735219186328
101,14,0.12642762893438506
101,15,0.015484161527421783
101,16,0.07649176093397125
101,17,0.11914292230008817
101,18,0.015484161527417453
101,19,0.015484161527421844
102,0,0.01902324023107644
102,1,0.019023240231076446
102,2,0.15018347550850744
102,3,0.0060073390203407495
102,4,0.0855769344950131
102,5,0.07836057806350089
102,6,0.06545007886373343
102,7,0.01902324023107676
102,8,0.11492981857232877
102,9,0.01902324023106564
102,10,0.0060073390203407495
102,11,0.09413109002321712
102,12,0.019023240231076793
102,13,0.019023240231066548
102,14,0.019023240231075857
102,15,0.054210013273884736
102,16,0.01902324023107692
102,17,0.15491093084808882
102,18,0.019023240231075166
102,19,0.019023240231077092
103,0,0.016522924230632143
103,1,0.09640388677171437
103,2,0.13044413866289234
103,3,0.005217765546516083
103,4,0.0380342615750931
103,5,0.08491048436201923
103,6,0.07969510058497671
103,7,0.0165229242306323
103,8,0.01652292423063164
103,9,0.016522924230627803
103,10,0.005217765546516083
103,11,0.07661720202603137
103,12,0.016522924230632403
103,13,0.005217765546516083
103,14,0.13083186588474965
103,15,0.059434735259081495
103,16,0.07953432624434416
103,17,0.0927802323748691
103,18,0.016522924230630447
103,19,0.01652292423063259
104,0,0.01877014044168121
104,1,0.018770140441681526
104,2,0.1481853192764399
104,3,0.005927412771058036
104,4,0.07807638737088388
104,5,0.01877014044168192
104,6,0.07636927726391338
104,7,0.018770140441681512
104,8,0.05741507473035742
104,9,0.01877014044167602
104,10,0.005927412771058036
104,11,0.08384206003636227
104,12,0.018770140441681533
104,13,0.01877014044167751
104,14,0.018770140441680832
104,15,0.13371331283263202
104,16,0.0780811213577285
104,17,0.14476121717246632
104,18,0.01877014044168001
104,19,0.01877014044168191
105,0,0.016811212420622758
105,1,0.10277491050308638
105,2,0.132720098057556
105,3,0.005308803922302619
105,4,0.023875281274591036
105,5,0.08686428730052438
105,6,0.08349243117675913
105,7,0.016811212420622536
105,8,0.09462708276461468
105,9,0.016811212420615645
105,10,0.005308803922302619
105,11,0.08708522014994158
105,12,0.016811212420622928
105,13,0.005308803922302619
105,14,0.13625707899861356
105,15,0.016811212420623268
105,16,0.016811212420622987
105,17,0.10188749864216434
105,18,0.016811212420622446
105,19,0.01681121242062315
106,0,0.023660440869541003
106,1,0.02366044086954093
106,2,0.18679295423322972
106,3,0.0074717181693297555
106,4,0.10454933847584467
106,5,0.023660440869541884
106,6,0.09406680414531943
106,7,0.02366044086954125
106,8,0.023660440869541405
106,9,0.02366044086953398
106,10,0.0074717181693297555
106,11,0.11017469522920387
106,12,0.02366044086954135
106,13,0.0236604408695172
106,14,0.02366044086953977
106,15,0.02366044086954054
106,16,0.023660440869541638
106,17,0.1818870402733659
106,18,0.02366044086954045
106,19,0.023660440869541728
107,0,0.012620771992379088
107,1,0.08218426581131795
107,2,0.09963767362405239
107,3,0.003985506944962387
107,4,0.038262310873837406
107,5,0.06421970735247264
107,6,0.060427961479259405
107,7,0.012620771992379149
107,8,0.0949523504319541
107,9,0.012620771992369438
107,10,0.003985506944962387
107,11,0.05908212322993342
107,12,0.012620771992379324
107,13,0.003985506944962387
107,14,0.16774974634178108
107,15,0.08648006910868775
107,16,0.061094079395110384
107,17,0.09822855956224133
107,18,0.012620771992379301
107,19,0.012620771992379567
108,0,0.021157715142391828
108,1,0.02115771514239123
108,2,0.16703459322942169
108,3,0.006681383729177376
108,4,0.10160228891210607
108,5,0.09201366533852307
108,6,0.10080366769941562
