round,client,trust
49,12,0.08514772737061388
49,13,0.022592992264149764
49,14,0.022592992264149115
49,15,0.11970880071460373
49,16,0.02259299226415016
49,17,0.022592992264149486
49,18,0.007134629136048263
49,19,0.022592992264149774
50,0,0.013874810702548616
50,1,0.0981281708180974
50,2,0.08186326417222352
50,3,0.0043815191692266
50,4,0.08953308015374781
50,5,0.08052083849496187
50,6,0.06292018778377864
50,7,0.013874810702548418
50,8,0.09174040650112351
50,9,0.0043815191692266
50,10,0.013874810702547194
50,11,0.0689296403627579
50,12,0.0497495973388675
50,13,0.013874810702547181
50,14,0.1154917409141461
50,15,0.013874810702548746
50,16,0.06869706336950454
50,17,0.08653929683428035
50,18,0.01387481070254957
50,19,0.013874810702549012
51,0,0.015750306094987315
51,1,0.11056767531199348
51,2,0.08040455967356368
51,3,0.004973780872102003
51,4,0.07145330456461292
51,5,0.015750306094988155
51,6,0.06238192980129158
51,7,0.015750306094987093
51,8,0.11441444270010818
51,9,0.004973780872102003
51,10,0.015750306094961666
51,11,0.1136404443381418
51,12,0.08408515467839851
51,13,0.004973780872102003
51,14,0.053434149981420695
51,15,0.12231407385259188
51,16,0.015750306094987194
51,17,0.07290730503932147
51,18,0.004973780872102003
51,19,0.01575030609498762
52,0,0.016652509668130106
52,1,0.09687727359787866
52,2,0.1020946712344035
52,3,0.0052586872636209425
52,4,0.07490348295689783
52,5,0.09317913954045544
52,6,0.09850390450852783
52,7,0.01665250966813052
52,8,0.04170989847083061
52,9,0.0052586872636209425
52,10,0.0052586872636209425
52,11,0.08501182877447305
52,12,0.05363280280655897
52,13,0.0052586872636209425
52,14,0.09818230588533977
52,15,0.01665250966813092
52,16,0.08868148484727095
52,17,0.07431973238647334
52,18,0.0052586872636209425
52,19,0.016652509668130772
53,0,0.01819367088587522
53,1,0.01819367088586518
53,2,0.08760325979810168
53,3,0.005745369753435243
53,4,0.08708584143883358
53,5,0.0859064981872126
53,6,0.08005193647465052
53,7,0.018193670885875153
53,8,0.10298165977967444
53,9,0.01819367088586826
53,10,0.005745369753435243
53,11,0.09019245848536965
53,12,0.06499270900091064
53,13,0.01819367088586315
53,14,0.07983897842326494
53,15,0.0809379797931534
53,16,0.0833685720246955
53,17,0.01819367088587617
53,18,0.018193670885876513
53,19,0.01819367088587558
54,0,0.016360332591993897
54,1,0.05084908996488111
54,2,0.1291605204631199
54,3,0.005166420818525219
54,4,0.07689173636301633
54,5,0.08216025909397492
54,6,0.06765314973855976
54,7,0.0163603325919939
54,8,0.046342927317800583
54,9,0.005166420818525219
54,10,0.01636033259197702
