round,mae,rmse,acc,macro_f1,recall
1,0.04840995371341705,0.09433398395776749,0.8895114098376067,0.7538496859291024,0.732614902086124
2,0.03755245357751846,0.0895308405160904,0.8957129092148246,0.7758477180316261,0.7623075479866125
3,0.03735268488526344,0.08926568180322647,0.8963653028130949,0.7779048505211286,0.7647399570725496
4,0.03747989982366562,0.08883073925971985,0.8966604780146178,0.7801780640365769,0.7684000764747085
5,0.037124212831258774,0.0887034684419632,0.896971634039153,0.7809134771087988,0.7693242958095112
6,0.03724361211061478,0.08854272961616516,0.8970214566050152,0.7816799100053731,0.7706090538222624
7,0.03725159168243408,0.08838597685098648,0.8970759794129398,0.7822264820821216,0.7717562475427615
8,0.03720063716173172,0.08837539702653885,0.8972160466264013,0.783161703739572,0.7734277772090499
9,0.037271007895469666,0.08823886513710022,0.8972235670137012,0.7833133666791865,0.773664733510661
10,0.037226349115371704,0.08821895718574524,0.8973861953890625,0.7835987439273993,0.7738845359442456
11,0.03707243129611015,0.08820746093988419,0.8975309628445864,0.7839448725299967,0.7743409275706105
12,0.036890290677547455,0.08810850232839584,0.8976898310262978,0.7839272306893551,0.7741301869076334
13,0.03681665658950806,0.08814101666212082,0.8977575145119974,0.7835103615808526,0.7728564108032657
14,0.036780714988708496,0.08821114152669907,0.8979041620643463,0.7837212308748274,0.7731127049870444
15,0.036812249571084976,0.0881563201546669,0.8979709055016334,0.7838116444722726,0.7731348136019937
16,0.03678269311785698,0.08816888183355331,0.8980771309722451,0.7838989312856677,0.7731116662514361
17,0.03665298596024513,0.088104248046875,0.8980310686000329,0.7838677355092984,0.7732184564030907
18,0.03653162345290184,0.08808688074350357,0.8981288336349322,0.7835379106831962,0.772360207510821
19,0.03655427321791649,0.08804024755954742,0.8981006321825574,0.7834858321348933,0.7721755499213934
20,0.03654557839035988,0.08802589774131775,0.8980752508754201,0.783130976417309,0.7714002085757914
21,0.03659641370177269,0.08806781470775604,0.8981213132476322,0.7836681878832275,0.772536374012721
22,0.03644450381398201,0.08807477355003357,0.8981325938285821,0.7828399022644226,0.7706794835564156
23,0.036603622138500214,0.08803726732730865,0.8980780710206575,0.78340239483489,0.7721051347731334
24,0.036533061414957047,0.0879766047000885,0.8981184931023948,0.7831278387833425,0.771473767399373
25,0.036642491817474365,0.08796578645706177,0.8980949918920824,0.7833708366884901,0.7722901918865183
26,0.03650534152984619,0.08796296268701553,0.8981241333928698,0.7831341503485637,0.7715257952588347
27,0.03646738454699516,0.08799348026514053,0.8982049775563441,0.7830306729243954,0.7710056100119222
28,0.03649316728115082,0.08794840425252914,0.8982482197833188,0.7836219368401025,0.7722588932222884
29,0.03654418885707855,0.08793441206216812,0.8981391741674696,0.7826955624296316,0.7704965194946971
30,0.03651084005832672,0.08796925097703934,0.8982059176047567,0.7826513125897598,0.7703860004775617
31,0.03650044649839401,0.08793861418962479,0.8982444595896689,0.7827293454818612,0.7705441294269022
32,0.03654313087463379,0.08789718896150589,0.8981617353293695,0.7824996625560121,0.7703249213856697
33,0.036571890115737915,0.08792956173419952,0.8982087377499941,0.7829829344384335,0.7712064219019987
34,0.03653552755713463,0.08788356930017471,0.8981448144579446,0.78248502853383,0.7702665183365938
35,0.03655770793557167,0.08788430690765381,0.8982435195412564,0.7829088962658945,0.7707345008841242
36,0.03648919612169266,0.08789341896772385,0.8981918168785692,0.7825765178192958,0.7703091863789009
37,0.03658019378781319,0.08783555030822754,0.8981617353293695,0.7826723197864652,0.7707385350593547
38,0.03656329959630966,0.08784808218479156,0.8981936969753942,0.7825777748145254,0.7704673087098343
39,0.036541908979415894,0.08785197138786316,0.8981852365396817,0.78260119080145,0.770554644083186
40,0.03653055801987648,0.08789197355508804,0.8981852365396817,0.7822766225227917,0.7698919998552609
41,0.036522917449474335,0.08789248764514923,0.8981748960071444,0.7822488735225931,0.769806327253408
42,0.03656706213951111,0.08784715831279755,0.8981560950388945,0.782413260682184,0.7702214726825879
43,0.036558035761117935,0.08782260119915009,0.8980846513595451,0.7820678007507939,0.769648249442721
44,0.03668401017785072,0.08780398219823837,0.8981626753777819,0.7825577191298175,0.7705449376058997
45,0.03662906959652901,0.08780142664909363,0.8981203731992198,0.7821098858296225,0.769710997123382
46,0.036546070128679276,0.08784324675798416,0.898145754506357,0.7821375729827901,0.7694966343227727
47,0.03645892068743706,0.08786609023809433,0.8981194331508072,0.781635144349514,0.7685802929856183
48,0.03653919696807861,0.08784535527229309,0.8981090926182699,0.7817397752312023,0.7688153636993584
49,0.036586977541446686,0.08783166855573654,0.8981203731992198,0.782271344678052,0.769829748115177
50,0.036565884947776794,0.08778832852840424,0.8981203731992198,0.7822446246035171,0.7698788596361917
51,0.03654664754867554,0.08781367540359497,0.8980545698103453,0.7816699993559763,0.7688045936767256
52,0.036646634340286255,0.08779364824295044,0.8981034523277949,0.7821542418716525,0.7696593426342574
53,0.036592110991477966,0.08779538422822952,0.8980404690841578,0.7817803067450544,0.7691525032059514
54,0.03658289089798927,0.0877889022231102,0.8980479894714578,0.7817675248077809,0.7690538706360702
55,0.03659994900226593,0.08781318366527557,0.8980113275833705,0.7816983508100044,0.7690002582092574
56,0.03649294376373291,0.08785982429981232,0.8981015722309699,0.781637666048212,0.7685226909542859
57,0.0365336611866951,0.08784006536006927,0.8980611501492327,0.7818730518877137,0.7692233362816496
58,0.03648512810468674,0.0878676325082779,0.8981175530539823,0.7819291917566416,0.7692083557658009
59,0.036591559648513794,0.08784671127796173,0.8980893516016075,0.782311292833187,0.7700405131125095
60,0.03655944764614105,0.0878894031047821,0.8980827712627201,0.7821021678383084,0.7697187614659142
